,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,metalarse,,,122,59,786,0,Thank you for the education.. #guru #cikgu #pensyarah #ustaz @ Malaysia Tanah Airku https://t.co/ltgTNW1iCw,"['guru', 'cikgu', 'pensyarah', 'ustaz']"
1,ShakillaShafiq,Half Pathan (Hindustani) 🇮🇳 Half Punjabi (Pakistani) 🇵🇰,Malaysia,357,38,153,0,@SyedSaddiq Pensyarah?? Like seriously?? A degree holder student can become a lecturer?? Im confuse on that..aku ni yang Master holder pun jadi part time cikgu tuisyen je pun,[]
